[ 2012-07-25T10:40:22+08:00 ] /gowb/admin.php/Public/login | INFO: Tag[ route_check ] --START--
[ 2012-07-25T10:59:41+08:00 ] /gowb/admin.php/Index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001303s ]
[ 2012-07-25T10:59:41+08:00 ] /gowb/admin.php/Index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001534s ]
[ 2012-07-25T10:59:41+08:00 ] /gowb/admin.php/Index | INFO: Tag[ view_template ] --START--
[ 2012-07-25T10:59:41+08:00 ] /gowb/admin.php/Index | INFO: Run LocationTemplate Behavior [ RunTime:0.001365s ]
[ 2012-07-25T10:59:41+08:00 ] /gowb/admin.php/Index | INFO: Tag[ view_template ] --END-- [ RunTime:0.001753s ]
[ 2012-07-25T10:59:41+08:00 ] /gowb/admin.php/Index | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T10:59:41+08:00 ] /gowb/admin.php/Index | INFO: Run ParseTemplate Behavior [ RunTime:0.018417s ]
[ 2012-07-25T10:59:41+08:00 ] /gowb/admin.php/Index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018686s ]
[ 2012-07-25T10:59:41+08:00 ] /gowb/admin.php/Index | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T10:59:41+08:00 ] /gowb/admin.php/Index | INFO: Run ContentReplace Behavior [ RunTime:0.001757s ]
[ 2012-07-25T10:59:41+08:00 ] /gowb/admin.php/Index | INFO: Run TokenBuild Behavior [ RunTime:0.001302s ]
[ 2012-07-25T10:59:41+08:00 ] /gowb/admin.php/Index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000654s ]
[ 2012-07-25T10:59:41+08:00 ] /gowb/admin.php/Index | INFO: Run ShowRuntime Behavior [ RunTime:0.000988s ]
[ 2012-07-25T10:59:41+08:00 ] /gowb/admin.php/Index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005294s ]
[ 2012-07-25T10:59:41+08:00 ] /gowb/admin.php/Index | INFO: Tag[ view_end ] --START--
[ 2012-07-25T10:59:41+08:00 ] /gowb/admin.php/Index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000841s ]
[ 2012-07-25T10:59:41+08:00 ] /gowb/admin.php/Index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001082s ]
[ 2012-07-25T10:59:42+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T10:59:42+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.001206s ]
[ 2012-07-25T10:59:42+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.001431s ]
[ 2012-07-25T10:59:42+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T10:59:42+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001012s ]
[ 2012-07-25T10:59:42+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001192s ]
[ 2012-07-25T10:59:42+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.004591s ]
[ 2012-07-25T10:59:42+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url`  [ RunTime:0.001185s ]
[ 2012-07-25T11:00:52+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:00:52+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.001190s ]
[ 2012-07-25T11:00:52+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.001419s ]
[ 2012-07-25T11:00:52+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:00:52+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001118s ]
[ 2012-07-25T11:00:52+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001373s ]
[ 2012-07-25T11:00:52+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.003659s ]
[ 2012-07-25T11:00:52+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url`  [ RunTime:0.000501s ]
[ 2012-07-25T11:01:32+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:01:32+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.001264s ]
[ 2012-07-25T11:01:32+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.001496s ]
[ 2012-07-25T11:01:32+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:01:32+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001387s ]
[ 2012-07-25T11:01:32+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001585s ]
[ 2012-07-25T11:01:32+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.004174s ]
[ 2012-07-25T11:01:32+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url`  [ RunTime:0.000460s ]
[ 2012-07-25T11:01:32+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:01:32+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.001270s ]
[ 2012-07-25T11:01:32+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.001473s ]
[ 2012-07-25T11:01:32+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:01:32+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.014010s ]
[ 2012-07-25T11:01:32+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.014219s ]
[ 2012-07-25T11:01:32+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:01:32+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.000807s ]
[ 2012-07-25T11:01:32+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.000915s ]
[ 2012-07-25T11:01:32+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000620s ]
[ 2012-07-25T11:01:32+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.000993s ]
[ 2012-07-25T11:01:32+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004037s ]
[ 2012-07-25T11:01:32+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:01:32+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.000792s ]
[ 2012-07-25T11:01:32+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.000975s ]
[ 2012-07-25T11:04:54+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:04:54+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.001953s ]
[ 2012-07-25T11:04:54+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.002193s ]
[ 2012-07-25T11:04:54+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:04:54+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001116s ]
[ 2012-07-25T11:04:54+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001391s ]
[ 2012-07-25T11:04:54+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.006544s ]
[ 2012-07-25T11:04:54+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url`  [ RunTime:0.000566s ]
[ 2012-07-25T11:04:54+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:04:54+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.001576s ]
[ 2012-07-25T11:04:54+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.001774s ]
[ 2012-07-25T11:04:54+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:04:54+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.019188s ]
[ 2012-07-25T11:04:54+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019430s ]
[ 2012-07-25T11:04:54+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:04:54+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.001165s ]
[ 2012-07-25T11:04:54+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.000969s ]
[ 2012-07-25T11:04:54+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000683s ]
[ 2012-07-25T11:04:54+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.001147s ]
[ 2012-07-25T11:04:54+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004566s ]
[ 2012-07-25T11:04:54+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:04:54+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.000918s ]
[ 2012-07-25T11:04:54+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.001098s ]
[ 2012-07-25T11:05:14+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:05:14+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.001149s ]
[ 2012-07-25T11:05:14+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.001365s ]
[ 2012-07-25T11:05:14+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:05:14+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000993s ]
[ 2012-07-25T11:05:14+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001173s ]
[ 2012-07-25T11:05:14+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.003579s ]
[ 2012-07-25T11:05:14+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url`  [ RunTime:0.000526s ]
[ 2012-07-25T11:05:14+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:05:14+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.002986s ]
[ 2012-07-25T11:05:14+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.003224s ]
[ 2012-07-25T11:05:14+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:05:14+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.015152s ]
[ 2012-07-25T11:05:14+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015362s ]
[ 2012-07-25T11:05:14+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:05:14+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.000842s ]
[ 2012-07-25T11:05:14+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.000764s ]
[ 2012-07-25T11:05:14+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000457s ]
[ 2012-07-25T11:05:14+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.000862s ]
[ 2012-07-25T11:05:14+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003531s ]
[ 2012-07-25T11:05:14+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:05:14+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.000748s ]
[ 2012-07-25T11:05:14+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.000923s ]
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.001338s ]
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.001574s ]
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001182s ]
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001401s ]
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.003424s ]
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url`  [ RunTime:0.000450s ]
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.001492s ]
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.001696s ]
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | NOTIC: [8] Undefined variable: topWords 30f2e8709a98a5bdf26db5fb318aef4b.php 第 8 行.
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.016116s ]
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.016363s ]
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.000752s ]
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.001053s ]
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000524s ]
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.001061s ]
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003942s ]
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.002772s ]
[ 2012-07-25T11:06:46+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.003004s ]
[ 2012-07-25T11:06:50+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:06:50+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.001607s ]
[ 2012-07-25T11:06:50+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.001868s ]
[ 2012-07-25T11:06:50+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:06:50+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001073s ]
[ 2012-07-25T11:06:50+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001255s ]
[ 2012-07-25T11:06:50+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.004060s ]
[ 2012-07-25T11:06:50+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url`  [ RunTime:0.000457s ]
[ 2012-07-25T11:06:50+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:06:50+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.001381s ]
[ 2012-07-25T11:06:50+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.001576s ]
[ 2012-07-25T11:06:50+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:06:50+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.018903s ]
[ 2012-07-25T11:06:50+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019109s ]
[ 2012-07-25T11:06:50+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:06:50+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.000763s ]
[ 2012-07-25T11:06:50+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.000737s ]
[ 2012-07-25T11:06:50+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000756s ]
[ 2012-07-25T11:06:50+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.001216s ]
[ 2012-07-25T11:06:50+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004224s ]
[ 2012-07-25T11:06:50+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:06:50+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.001010s ]
[ 2012-07-25T11:06:50+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.001254s ]
[ 2012-07-25T11:07:31+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:07:31+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.001744s ]
[ 2012-07-25T11:07:31+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.001965s ]
[ 2012-07-25T11:07:31+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:07:31+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001571s ]
[ 2012-07-25T11:07:31+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001858s ]
[ 2012-07-25T11:07:32+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.008066s ]
[ 2012-07-25T11:07:32+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url`  [ RunTime:0.000466s ]
[ 2012-07-25T11:07:32+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:07:32+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.001432s ]
[ 2012-07-25T11:07:32+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.001624s ]
[ 2012-07-25T11:07:32+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:07:32+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.020153s ]
[ 2012-07-25T11:07:32+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020353s ]
[ 2012-07-25T11:07:32+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:07:32+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.003594s ]
[ 2012-07-25T11:07:32+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.001442s ]
[ 2012-07-25T11:07:32+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001024s ]
[ 2012-07-25T11:07:32+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.001124s ]
[ 2012-07-25T11:07:32+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007910s ]
[ 2012-07-25T11:07:32+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:07:32+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.000938s ]
[ 2012-07-25T11:07:32+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.001170s ]
[ 2012-07-25T11:11:47+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:11:47+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.001533s ]
[ 2012-07-25T11:11:47+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.001753s ]
[ 2012-07-25T11:11:47+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:11:47+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002301s ]
[ 2012-07-25T11:11:47+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002700s ]
[ 2012-07-25T11:11:47+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.014606s ]
[ 2012-07-25T11:11:47+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url`  [ RunTime:0.000565s ]
[ 2012-07-25T11:11:47+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:11:47+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.001752s ]
[ 2012-07-25T11:11:47+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.001996s ]
[ 2012-07-25T11:11:47+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:11:47+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.022004s ]
[ 2012-07-25T11:11:47+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022268s ]
[ 2012-07-25T11:11:47+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --START--
[ 2012-07-25T11:11:47+08:00 ] /gowb/admin.php/Topwords | INFO: Run ContentReplace Behavior [ RunTime:0.000814s ]
[ 2012-07-25T11:11:47+08:00 ] /gowb/admin.php/Topwords | INFO: Run TokenBuild Behavior [ RunTime:0.000874s ]
[ 2012-07-25T11:11:47+08:00 ] /gowb/admin.php/Topwords | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000575s ]
[ 2012-07-25T11:11:47+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowRuntime Behavior [ RunTime:0.001270s ]
[ 2012-07-25T11:11:47+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004056s ]
[ 2012-07-25T11:11:47+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --START--
[ 2012-07-25T11:11:47+08:00 ] /gowb/admin.php/Topwords | INFO: Run ShowPageTrace Behavior [ RunTime:0.001265s ]
[ 2012-07-25T11:11:47+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_end ] --END-- [ RunTime:0.001454s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --START--
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Run CheckRoute Behavior [ RunTime:0.001201s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ route_check ] --END-- [ RunTime:0.001420s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --START--
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000980s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001163s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | SQL: SHOW COLUMNS FROM `wb_data_top_url` [ RunTime:0.003873s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | SQL: SELECT * FROM `wb_data_top_url`  [ RunTime:0.000458s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --START--
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Run LocationTemplate Behavior [ RunTime:0.003961s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_template ] --END-- [ RunTime:0.004249s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --START--
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Run ParseTemplate Behavior [ RunTime:0.020206s ]
[ 2012-07-25T11:11:53+08:00 ] /gowb/admin.php/Topwords | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020412s ]
